ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "HmacSha256") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "RSA/ECB/NOPADDING") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "RSA") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "HmacSha512") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "HmacSha384") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "AES/ECB/NoPadding") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "HmacSha1") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "AES/CTR/NoPadding") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "HmacSha384") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "EC") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "HmacSha256") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "RSA") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "EC") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "AES/CTR/NoPadding") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "HmacSha1") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);First parameter (with value "AES/ECB/NoPadding") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String,java.security.Provider)>($r2, $r1);true
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TMessageDigest;java.lang.Object getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true
RequiredPredicateError;com.google.crypto.tink.mac.HmacKeyManager$1;java.lang.Object getPrimitive(java.lang.Object);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r7, varReplacer23914);true
ConstraintError;com.google.crypto.tink.mac.HmacKeyManager$1;java.lang.Object getPrimitive(java.lang.Object);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #f5d6ef18787947f4ae48819e7e43823aa3c10841429d0e93f7c22db94110dc07);Second parameter (with value "HMAC") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r7, varReplacer23914);true
IncompleteOperationError;androidx.security.crypto.EncryptedSharedPreferences;java.lang.Object getDecryptedObject(java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #f5d6ef18787947f4ae48819e7e43823aa3c10841429d0e93f7c22db94110dc07);Operation on object of type javax.crypto.spec.SecretKeySpec object not completed. Expected call to init;$r5 = interfaceinvoke $r6.<com.google.crypto.tink.Aead: byte[] decrypt(byte[],byte[])>($r5, $r8);true
IncompleteOperationError;androidx.security.crypto.EncryptedSharedPreferences;java.lang.Object getDecryptedObject(java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #467d8e0250d98fe93b8eec3d3f5b2ef54d3234ea742adfab018cab0538884349);Operation on object of type javax.crypto.spec.SecretKeySpec object not completed. Expected call to init;$r5 = interfaceinvoke $r6.<com.google.crypto.tink.Aead: byte[] decrypt(byte[],byte[])>($r5, $r8);true
IncompleteOperationError;androidx.security.crypto.EncryptedSharedPreferences;java.lang.Object getDecryptedObject(java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5fc6dff3eec8c1b7ede5da98273c01bc274df62a9f837793ea7ed4fb685a0edc);Operation on object of type javax.crypto.spec.SecretKeySpec object not completed. Expected call to init;$r5 = interfaceinvoke $r6.<com.google.crypto.tink.Aead: byte[] decrypt(byte[],byte[])>($r5, $r8);true
IncompleteOperationError;androidx.security.crypto.EncryptedSharedPreferences$Editor;void putEncryptedObject(java.lang.String,byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #f5d6ef18787947f4ae48819e7e43823aa3c10841429d0e93f7c22db94110dc07);Operation on object of type javax.crypto.spec.SecretKeySpec object not completed. Expected call to init;$r2 = interfaceinvoke $r5.<com.google.crypto.tink.Aead: byte[] encrypt(byte[],byte[])>($r2, $r7);true
IncompleteOperationError;androidx.security.crypto.EncryptedSharedPreferences$Editor;void putEncryptedObject(java.lang.String,byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #467d8e0250d98fe93b8eec3d3f5b2ef54d3234ea742adfab018cab0538884349);Operation on object of type javax.crypto.spec.SecretKeySpec object not completed. Expected call to init;$r2 = interfaceinvoke $r5.<com.google.crypto.tink.Aead: byte[] encrypt(byte[],byte[])>($r2, $r7);true
IncompleteOperationError;androidx.security.crypto.EncryptedSharedPreferences$Editor;void putEncryptedObject(java.lang.String,byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5fc6dff3eec8c1b7ede5da98273c01bc274df62a9f837793ea7ed4fb685a0edc);Operation on object of type javax.crypto.spec.SecretKeySpec object not completed. Expected call to init;$r2 = interfaceinvoke $r5.<com.google.crypto.tink.Aead: byte[] encrypt(byte[],byte[])>($r2, $r7);true
TypestateError;okio.SegmentedByteString;okio.ByteString digest$okio(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #6c960e488f21ae2f1d37981b7f790ff5823030d9f242d798118968e0f93ba357);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r5 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest()>();false
RequiredPredicateError;okhttp3.internal.platform.OpenJSSEPlatform;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r3.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer8685);false
RequiredPredicateError;com.google.crypto.tink.subtle.AesCtrJceCipher;void <init>(byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer24741);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesCtrJceCipher;void doCtr(byte[],int,int,byte[],int,byte[],boolean);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r8.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r7);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesEaxJce;void <init>(byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer24752);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesEaxJce;byte[] encrypt(byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r10.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r4);true
RequiredPredicateError;com.google.crypto.tink.subtle.AesEaxJce;byte[] decrypt(byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r9.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r7);true
RequiredPredicateError;com.google.crypto.tink.integration.android.AndroidKeystoreAesGcm;byte[] encrypt(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r4.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer18797, $r5);true
