"","Project","ErrorType","Class","Method","ViolatedRule","Object","Statement","Source.Code"
"712","org.totschnig.myexpenses_500.apk","IncompleteOperationError","ge.c","java.lang.Object a(java.lang.Object)","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read","$r7 = virtualinvoke $r3.<org.totschnig.myexpenses.sync.a: i2.f t(java.io.InputStream)>($r6)","https://github.com/mtotschnig/MyExpenses"
"713","org.totschnig.myexpenses_500.apk","RequiredPredicateError","org.totschnig.myexpenses.sync.a","java.lang.String s(java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r9.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer49598, $r7, $r8)","https://github.com/mtotschnig/MyExpenses"
"714","org.totschnig.myexpenses_500.apk","RequiredPredicateError","pe.a","java.io.InputStream b(java.io.InputStream,java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared G C M","virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer69415, $r5, $r7)","https://github.com/mtotschnig/MyExpenses"
"715","org.totschnig.myexpenses_500.apk","RequiredPredicateError","ie.e","void <init>(java.lang.String,java.lang.String,java.lang.String,java.security.cert.X509Certificate,boolean)","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r17.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer57502, $r18, varReplacer57502)","https://github.com/mtotschnig/MyExpenses"
"716","org.totschnig.myexpenses_500.apk","TypestateError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for java.security.AlgorithmParameterGenerator (on Object #255ea4b968993c8535ba1eacadb9811bb491c08818f2c9adcfd02adbeb23f07c)","Unexpected call to method generateParameters on object of type java.security.AlgorithmParameterGenerator. Expect a call to one of the following methods init","$r4 = virtualinvoke $r3.<java.security.AlgorithmParameterGenerator: java.security.AlgorithmParameters generateParameters()>()","https://github.com/mtotschnig/MyExpenses"
"717","org.totschnig.myexpenses_500.apk","RequiredPredicateError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.TrustManager[] createTrustManagers(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.TrustManagerFactory ","First parameter was not properly generated as generated Key Store","virtualinvoke $r8.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>($r3)","https://github.com/mtotschnig/MyExpenses"
"718","org.totschnig.myexpenses_500.apk","IncompleteOperationError","com.itextpdf.text.pdf.PdfSmartCopy","com.itextpdf.text.pdf.PdfIndirectReference copyIndirect(com.itextpdf.text.pdf.PRIndirectReference)","violating CrySL rule for java.security.MessageDigest (on Object #7b973bf9459b50a723b33387446ef3a9310563ac5d1a26b9e56ba40e942355dd)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","virtualinvoke $r5.<java.util.HashMap: java.lang.Object put(java.lang.Object,java.lang.Object)>($r3, $r11)","https://github.com/mtotschnig/MyExpenses"
"719","org.totschnig.myexpenses_500.apk","RequiredPredicateError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.KeyManager[] createKeyManagers(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.KeyManagerFactory ","First parameter was not properly generated as generated Key Store","virtualinvoke $r8.<javax.net.ssl.KeyManagerFactory: void init(java.security.KeyStore,char[])>($r3, $r9)","https://github.com/mtotschnig/MyExpenses"
"720","org.totschnig.myexpenses_500.apk","RequiredPredicateError","me.f0","void d(java.io.File,r0.a,java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r14.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer23291, $r13, $r21)","https://github.com/mtotschnig/MyExpenses"
"721","org.totschnig.myexpenses_500.apk","HardCodedError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.KeyManager[] createKeyManagers(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #10326ce1ab2bfe82b1f8d7575df33991371e7f8fcb954583e871168e3c0d571f)","Second parameter should never be hardcoded.","virtualinvoke $r8.<javax.net.ssl.KeyManagerFactory: void init(java.security.KeyStore,char[])>($r3, $r9)","https://github.com/mtotschnig/MyExpenses"
"722","org.totschnig.myexpenses_500.apk","RequiredPredicateError","pe.a","java.io.InputStream b(java.io.InputStream,java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer69415, $r5, $r7)","https://github.com/mtotschnig/MyExpenses"
"723","org.tryton.client_6.apk","RequiredPredicateError","org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory","void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer863, $r6, varReplacer863)","https://github.com/tryton/tryton"
"724","org.tryton.client_6.apk","RequiredPredicateError","org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory","void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)","violating CrySL rule for javax.net.ssl.SSLContext ","Second parameter was not properly generated as generated Trust Managers","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer863, $r6, varReplacer863)","https://github.com/tryton/tryton"
"725","org.tryton.client_6.apk","ConstraintError","org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory","void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)","violating CrySL rule for javax.net.ssl.SSLContext (on Object #de1e874255f0efab5126a862ecf2dc0c553a0559fe891b00e132b5864b2c99c2)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer862)","https://github.com/tryton/tryton"
"726","org.tryton.client_6.apk","RequiredPredicateError","org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory","void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer863, $r6, varReplacer863)","https://github.com/tryton/tryton"
"727","org.walleth_514.apk","RequiredPredicateError","org.bouncycastle.pqc.jcajce.provider.qtesla.KeyPairGeneratorSpi","java.security.KeyPair generateKeyPair()","violating CrySL rule for java.security.KeyPair ","First parameter was not properly generated as generated Pubkey","specialinvoke $r9.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r1, $r10)","https://github.com/walleth/walleth"
"728","org.walleth_514.apk","RequiredPredicateError","org.bouncycastle.pqc.jcajce.provider.qtesla.KeyPairGeneratorSpi","java.security.KeyPair generateKeyPair()","violating CrySL rule for java.security.KeyPair ","Second parameter was not properly generated as generated Privkey","specialinvoke $r9.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r1, $r10)","https://github.com/walleth/walleth"
"729","org.walleth_514.apk","RequiredPredicateError","org.kethereum.crypto.impl.cipher.AESCipherImpl","org.kethereum.crypto.api.cipher.AESCipher init(org.kethereum.crypto.api.cipher.AESCipher$Mode,org.kethereum.crypto.api.cipher.AESCipher$Padding,org.kethereum.crypto.api.cipher.AESCipher$Operation,byte[],byte[])","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r10.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, varReplacer31457)","https://github.com/walleth/walleth"
"730","org.walleth_514.apk","RequiredPredicateError","org.kethereum.crypto.impl.mac.HmacImpl","org.kethereum.crypto.api.mac.Hmac init(byte[],org.kethereum.crypto.impl.hashing.DigestParams)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r5.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, $r3)","https://github.com/walleth/walleth"
"731","org.walleth_514.apk","RequiredPredicateError","org.bouncycastle.pqc.jcajce.provider.lms.LMSKeyPairGeneratorSpi","java.security.KeyPair generateKeyPair()","violating CrySL rule for java.security.KeyPair ","First parameter was not properly generated as generated Pubkey","specialinvoke $r11.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r12, $r13)","https://github.com/walleth/walleth"
"732","org.walleth_514.apk","RequiredPredicateError","org.kethereum.crypto.impl.cipher.AESCipherImpl","org.kethereum.crypto.api.cipher.AESCipher init(org.kethereum.crypto.api.cipher.AESCipher$Mode,org.kethereum.crypto.api.cipher.AESCipher$Padding,org.kethereum.crypto.api.cipher.AESCipher$Operation,byte[],byte[])","violating CrySL rule for javax.crypto.spec.IvParameterSpec ","First parameter was not properly generated as randomized","specialinvoke $r9.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r5)","https://github.com/walleth/walleth"
"733","org.walleth_514.apk","RequiredPredicateError","org.bouncycastle.pqc.jcajce.provider.lms.LMSKeyPairGeneratorSpi","java.security.KeyPair generateKeyPair()","violating CrySL rule for java.security.KeyPair ","Second parameter was not properly generated as generated Privkey","specialinvoke $r11.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r12, $r13)","https://github.com/walleth/walleth"
"734","protect.rentalcalc_6.apk","ConstraintError","com.x5.template.filters.MD5HexFilter","java.lang.String hashCrypt(java.lang.String,java.lang.String,boolean)","violating CrySL rule for java.security.MessageDigest (on Object #a0776a516f91a88c6b4b4bbf4b191f6ef6b102acd6f15e51ae8cc16cc9bef12c)","First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}","$r5 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r3)","https://github.com/brarcher/rental-calc"
"735","protect.rentalcalc_6.apk","TypestateError","com.bumptech.glide.load.engine.cache.SafeKeyGenerator","java.lang.String getSafeKey(com.bumptech.glide.load.Key)","violating CrySL rule for java.security.MessageDigest (on Object #403319f9f3452ce354515f4dea5453c6208ff0112ea9506c00a689aa7fa3aa70)","Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte)","$r7 = virtualinvoke $r6.<java.security.MessageDigest: byte[] digest()>()","https://github.com/brarcher/rental-calc"
"736","protect.rentalcalc_6.apk","ConstraintError","com.x5.template.filters.MD5HexFilter","java.lang.String hashCrypt(java.lang.String,java.lang.String,boolean)","violating CrySL rule for java.security.MessageDigest (on Object #a0776a516f91a88c6b4b4bbf4b191f6ef6b102acd6f15e51ae8cc16cc9bef12c)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r5 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r3)","https://github.com/brarcher/rental-calc"
"737","ru.valle.btc_260.apk","IncompleteOperationError","org.spongycastle.crypto.encodings.OAEPEncoding","void init(boolean,org.spongycastle.crypto.CipherParameters)","violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59)","Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstanceStrong, getInstance","interfaceinvoke $r4.<org.spongycastle.crypto.AsymmetricBlockCipher: void init(boolean,org.spongycastle.crypto.CipherParameters)>($z0, $r1)","https://github.com/ValleZ/Paper-Wallet"
"738","ru.valle.btc_260.apk","IncompleteOperationError","org.spongycastle.crypto.encodings.OAEPEncoding","byte[] decodeBlock(byte[],int,int)","violating CrySL rule for java.security.SecureRandom (on Object #94642bb44c85c75f78f22ec3372247e7bdbb1cf02676b4bfb5838a813a31c51a)","Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstanceStrong, getInstance","r2 = specialinvoke r0.<org.spongycastle.crypto.encodings.OAEPEncoding: byte[] maskGeneratorFunction1(byte[],int,int,int)>($r1, varReplacer10451, $i0, $i1)","https://github.com/ValleZ/Paper-Wallet"
"739","ru.valle.btc_260.apk","IncompleteOperationError","org.spongycastle.crypto.encodings.ISO9796d1Encoding","void init(boolean,org.spongycastle.crypto.CipherParameters)","violating CrySL rule for java.security.SecureRandom (on Object #94642bb44c85c75f78f22ec3372247e7bdbb1cf02676b4bfb5838a813a31c51a)","Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstanceStrong, getInstance","interfaceinvoke $r5.<org.spongycastle.crypto.AsymmetricBlockCipher: void init(boolean,org.spongycastle.crypto.CipherParameters)>($z0, $r1)","https://github.com/ValleZ/Paper-Wallet"
"740","ru.valle.btc_260.apk","IncompleteOperationError","org.spongycastle.crypto.encodings.ISO9796d1Encoding","void init(boolean,org.spongycastle.crypto.CipherParameters)","violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59)","Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstanceStrong, getInstance","interfaceinvoke $r5.<org.spongycastle.crypto.AsymmetricBlockCipher: void init(boolean,org.spongycastle.crypto.CipherParameters)>($z0, $r1)","https://github.com/ValleZ/Paper-Wallet"
"741","ru.valle.btc_260.apk","IncompleteOperationError","org.spongycastle.crypto.encodings.PKCS1Encoding","byte[] decodeBlock(byte[],int,int)","violating CrySL rule for java.security.SecureRandom (on Object #94642bb44c85c75f78f22ec3372247e7bdbb1cf02676b4bfb5838a813a31c51a)","Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstanceStrong, getInstance","$i1 = virtualinvoke r0.<org.spongycastle.crypto.encodings.PKCS1Encoding: int getOutputBlockSize()>()","https://github.com/ValleZ/Paper-Wallet"
